Type,Store ID,Name,Address,Opening Hour,Zip Code,City,Canton
M-Migros,90320,Aachtal,"Schrofenstrasse 19, 8580 Amriswil",,8580,Amriswil,Zürich
M-Migros,93780,Aadorf,"Bahnhofstrasse 2, 8355 Aadorf",,8355,Aadorf,Zürich
MM-Migros,34213,Aarau - Igelweid,"Igelweid 18, 5000 Aarau",,5000,Aarau,Aargau
M-Migros,33823,Aarau Bahnhof,"Bahnhofplatz 3h, 5000 Aarau",,5000,Aarau,Aargau
MM-Migros,90491,Abtwil - Säntispark,"Wiesenbachstrasse 7, 9030 Abtwil SG",,9030,Abtwil,Zürich
M-Migros,73340,Adligenswil LU,"Obgardirain 1, 6043 Adligenswil",,6043,Adligenswil,Luzern
MM-Migros,150062,Adliswil,"Albisstrasse 10, 8134 Adliswil",,8134,Adliswil,Zürich
MM-Migros,24600,Aesch,"Hauptstrasse 95, 4147 Aesch",,4147,Aesch,Basel-Landschaft
MM-Migros,150079,Affoltern a. A.,"Oberdorfstrasse 4, 8910 Affoltern am Albis",,8910,Affoltern,Zürich
MM-Migros,84360,Agy,"route d'Agy 2, 1763 Granges-Paccot",,1763,Granges,Fribourg
MMM-Migros,65100,Aigle - Chablais Centre,"Ch. Sous-le-Grand Pré 4, 1860 Aigle",,1860,Aigle,Vaud
M-Migros,63665,Aigle gare,"Place de la gare 5, 1860 Aigle",,1860,Aigle,Vaud
MMM-Migros,24720,Allschwil - Paradies,"Spitzwaldstrasse 215, 4123 Allschwil",,4123,Allschwil,Basel-Landschaft
M-Migros,23220,Allschwil - Ziegelei,"Baslerstrasse 191, 4123 Allschwil",,4123,Allschwil,Basel-Landschaft
Migros-Partner,29530,Allschwil-Lindenplatz,"Lindenplatz 1, 4123 Allschwil",,4123,Allschwil,Basel-Landschaft
M-Migros,73990,Altdorf,"Gitschenstrasse 14, 6460 Altdorf",,6460,Altdorf,Uri
MM-Migros,90415,Altstätten SG,"Stossstrasse 2, 9450 Altstätten SG",,9450,Altstätten,Zürich
MM-Migros,90420,Amriswil,"Rütistrasse 10a, 8580 Amriswil",,8580,Amriswil,Zürich
M-Migros,93790,Andelfingen,"Weinlandstrasse 4, 8451 Kleinandelfingen",,8451,Kleinandelfingen,Zürich
MM-Migros,90422,Appenzell,"Unteres Ziel, 9050 Appenzell",,9050,Appenzell,Zürich
M-Migros,123780,Arbedo Castione,"Via Corogna, 6532 Castione",,6532,Castione,Ticino
MM-Migros,90421,Arbon,"St. Gallerstrasse 6, 9320 Arbon",,9320,Arbon,Zürich
MM-Migros,24630,Arlesheim,"Postplatz 7, 4144 Arlesheim",,4144,Arlesheim,Basel-Landschaft
M-Migros,123750,Ascona,"Via Muraccio 2, 6612 Ascona",,6612,Ascona,Ticino
M-Migros,90323,Au SG,"Nollenhornstrasse 9, 9434 Au SG",,9434,Au,Zürich
Migros-Partner,63102,Aubonne,"des Fossés-Dessous, 1170 Aubonne",,1170,Aubonne,Vaud
M-Migros,83810,Avenches,"Route de Pré-Vert 5, 1580 Avenches",,1580,Avenches,Vaud
MMM-Migros,84710,Avry Centre,"Route de Matran 9, 1754 Avry-sur-Matran",,1754,Avry,Fribourg
M-Migros,73850,Baar,"Bahnhofstrasse 5, 6340 Baar",,6340,Baar,Luzern
Migros-Partner,90728,Bad Ragaz,"Bahnhofstrasse 2, 7310 Bad Ragaz",,7310,Bad,Graubünden
MM-Migros,34393,Bad Zurzach,"Promenadenstrasse 10, 5330 Bad Zurzach",,5330,Bad,Aargau
MM-Migros,34233,Baden - City,"Bahnhofstrasse 40/42, 5400 Baden",,5400,Baden,Aargau
M-Migros,33723,Balsthal,"Goldgasse 13, 4710 Balsthal",,4710,Balsthal,Solothurn
M-Migros,23170,Basel - Allschwiler,"Allschwilerstrasse 31, 4055 Basel",,4055,Basel,Basel-Stadt
M-Migros,23900,Basel - Bahnhof SBB,"Centralbahnstrasse 10, 4051 Basel",,4051,Basel,Basel-Stadt
Migros-Partner,29560,Basel - Birsigstrasse,"Birsigstrasse 105, 4054 Basel",,4054,Basel,Basel-Stadt
MM-Migros,24560,Basel - Burgfelder,"Burgfelderstrasse 11, 4055 Basel",,4055,Basel,Basel-Stadt
MMM-Migros,24240,Basel - Claramarkt,"Untere Rebgasse 11, 4058 Basel",,4058,Basel,Basel-Stadt
MM-Migros,24280,Basel - Drachen-Center,"Aeschenvorstadt 24, 4051 Basel",,4051,Basel,Basel-Stadt
Migros Fachmarkt,23200,Basel - Dreispitz MParc,"Münchensteinerstrasse 200, 4053 Basel",,4053,Basel,Basel-Stadt
MM-Migros,23840,Basel - Efringer,"Efringerstrasse 32, 4057 Basel",,4057,Basel,Basel-Stadt
M-Migros,23880,Basel - Eglisee,"Riehenstrasse 315, 4058 Basel",,4058,Basel,Basel-Stadt
MM-Migros,24520,Basel - Gundelitor,"Güterstrasse 180, 4053 Basel",,4053,Basel,Basel-Stadt
M-Migros,23870,Basel - Hardstrasse,"Hardstrasse 105, 4052 Basel",,4052,Basel,Basel-Stadt
Migros-Partner,29600,Basel - Inselstrasse,"Inselstrasse 63, 4057 Basel",,4057,Basel,Basel-Stadt
M-Migros,23890,Basel - Juniors Market,"Grenzacherstrasse 62/64, 4058 Basel",,4058,Basel,Basel-Stadt
Migros-Partner,29520,Basel - Lachenstrasse,"Lachenstrasse 1, 4056 Basel",,4056,Basel,Basel-Stadt
M-Migros,23820,Basel - Märtplatz,"Eisengasse 12, 4051 Basel",,4051,Basel,Basel-Stadt
M-Migros,23720,Basel - Mülhauser,"Mülhauserstrasse 70-72, 4056 Basel",,4056,Basel,Basel-Stadt
M-Migros,23670,Basel - Neuweiler,"Neuweilerplatz 7, 4054 Basel",,4054,Basel,Basel-Stadt
M-Migros,23160,Basel - Schützenmatt,"Schützenmattstrasse 27, 4051 Basel",,4051,Basel,Basel-Stadt
M-Migros,23910,Basel - Stücki,"Hochbergerstrasse 70, 4057 Basel",,4057,Basel,Basel-Stadt
Migros-Partner,29510,Basel - Wanderstrasse,"Wanderstrasse 121, 4054 Basel",,4054,Basel,Basel-Stadt
Migros-Partner,29610,Basel - Wasgenring,"Blotzheimerstrasse 61, 4055 Basel",,4055,Basel,Basel-Stadt
Migros-Partner,29500,Basel - Zürcherstrasse,"Zürcherstrasse 160, 4052 Basel",,4052,Basel,Basel-Stadt
MM-Migros,150164,Bassersdorf,"Baltenswilerstrasse 5a, 8303 Bassersdorf",,8303,Bassersdorf,Zürich
M-Migros,93300,Bauma,"Heinrich - Gujerstrasse 10, 8494 Bauma",,8494,Bauma,Zürich
Migros-Partner,63142,Bavois,"Autoroute A1, Restoroute de Bavois, 1372 Bavois",,1372,Bavois,Vaud
M-Migros,90380,Bazenheid,"Wilerstrasse 17, 9602 Bazenheid",,9602,Bazenheid,St. Gallen
M-Migros,83670,Beauregard,"Chemin de Béthléem 7, 1700 Fribourg",,1700,Fribourg,Fribourg
M-Migros,83850,Belfaux,"route de Lossy 16b, 1782 Belfaux",,1782,Belfaux,Fribourg
MM-Migros,124210,Bellinzona - Piazza del Sole,"Piazza Rinaldo Simen 8, 6500 Bellinzona",,6500,Bellinzona,Ticino
MM-Migros,34540,Belp,"Steinbachstrasse 28, 3123 Belp",,3123,Belp,Bern
M-Migros,33893,Berikon - Mutschellen,"Bellikerstrasse 13, 8965 Berikon",,8965,Berikon,Zürich
M-Migros,93700,Beringen,"Schaffhauserstrasse 72, 8222 Beringen",,8222,Beringen,Zürich
MM-Migros,34450,Bern - Bachmätteli,"Bottigenstrasse 7, 3018 Bern",,3018,Bern,Bern
MM-Migros,34530,Bern - Bahnhof,"Bahnhofplatz 10, 3011 Bern",,3011,Bern,Bern
MM-Migros,34210,Bern - Bethlehem,"Riedbachstrasse 10, 3027 Bern",,3027,Bern,Bern
M-Migros,33630,Bern - Breitenrain,"Breitenrainstrasse 11, 3013 Bern",,3013,Bern,Bern
MM-Migros,34440,Bern - Bubenberg,"Bubenbergplatz 8, 3011 Bern",,3011,Bern,Bern
M-Migros,33115,Bern - Christoffel,"Christoffelunterführung, 3011 Bern",,3011,Bern,Bern
M-Migros,33140,Bern - Egghölzli,"Egghölzlistrasse 1 / 1a, 3006 Bern",,3006,Bern,Bern
M-Migros,33640,Bern - Eigerplatz,"Seftigenstrasse 1, 3007 Bern",,3007,Bern,Bern
MM-Migros,34220,Bern - Freudenberg,"Giacomettistrasse 15, 3006 Bern",,3006,Bern,Bern
M-Migros,33220,Bern - Kirchenfeld,"Thunstrasse 18, 3005 Bern",,3005,Bern,Bern
M-Migros,33121,Bern - Lorraine,"Dammweg 9, 3013 Bern",,3013,Bern,Bern
MMM-Migros,34710,Bern - Marktgasse,"Marktgasse 46, 3011 Bern",,3011,Bern,Bern
M-Migros,33810,Bern - Welle 7,"Schanzenstrasse 5, 3000 Bern",,3000,Bern,Bern
MM-Migros,34320,Bern - Westside,"Gilberte-de-Courgenay-Platz 4, 3027 Bern",,3027,Bern,Bern
MM-Migros,34230,Bern - Winkelried,"Wankdorffeldstrasse 71, 3014 Bern",,3014,Bern,Bern
MM-Migros,34360,Bern - Zähringer,"Zähringerstrasse 43, 3012 Bern",,3012,Bern,Bern
M-Migros,33390,Bern Burgernziel,"Thunstrasse 110, 3006 Bern",,3006,Bern,Bern
M-Migros,33820,Bern Westflügel,"Bethlehemstrasse 40, 3027 Bern",,3027,Bern,Bern
M-Migros,63640,Bex,"Rue Centrale 43-45, 1880 Bex",,1880,Bex,Vaud
M-Migros,123620,Biasca,"Via Generale Guisan 26, 6710 Biasca",,6710,Biasca,Ticino
M-Migros,33623,Biberist,"Hauptstrasse 21, 4562 Biberist",,4562,Biberist,Solothurn
MM-Migros,34480,Biel - Bielerhof,"Bahnhofstrasse 15, 2502 Biel/Bienne",,2502,Biel,Bern
M-Migros,33290,Biel - Bözingen,"Schlösslistrasse 7, 2504 Biel/Bienne",,2504,Biel,Bern
MM-Migros,34390,Biel - Madretsch,"Brüggstrasse 5, 2503 Biel/Bienne",,2503,Biel,Bern
MM-Migros,34260,Biel - Neumarkt,"Kanalgasse 36-38, 2502 Biel/Bienne",,2502,Biel,Bern
M-Migros,33670,Biel Stadion,"Sportallee 20, 2504 Biel",,2504,Biel,Bern
MM-Migros,23740,Binningen - Gorenmatt,"Gorenmattstrasse 17, 4102 Binningen",,4102,Binningen,Basel-Stadt
M-Migros,24540,Binningen - Zentrum,"Hauptstrasse 71, 4102 Binningen",,4102,Binningen,Basel-Stadt
M-Migros,150189,Birmensdorf,"Zürcherstrasse 15, 8903 Birmensdorf ZH",,8903,Birmensdorf,Zürich
MM-Migros,24440,Birsfelden,"Chrischonastrasse 2, 4127 Birsfelden",,4127,Birsfelden,Basel-Landschaft
M-Migros,90363,Bischofszell,"Steigstrasse 5, 9220 Bischofszell",,9220,Bischofszell,Zürich
Migros-Partner,137290,Bitsch,"Furkastrasse 88, 3982 Bitsch",,3982,Bitsch,Valais
Migros-Partner,63110,Bière,"Le Centre, 1145 Bière",,1145,Bière,Vaud
M-Migros,63730,Blonay,"Route du Village 37, 1807 Blonay",,1807,Blonay,Vaud
M-Migros,83820,Boudry,"Avenue du Collège 37, 2017 Boudry",,2017,Boudry,Neuchâtel
MM-Migros,24500,Breitenbach - Wydehof,"Laufenstrasse 4, 4226 Breitenbach",,4226,Breitenbach,Basel-Landschaft
MM-Migros,34263,Bremgarten AG,"Zufikerstrasse 2, 5620 Bremgarten AG",,5620,Bremgarten,Aargau
M-Migros,33750,Bremgarten Kalchacker,"Kalchackerstrasse 9, 3047 Bremgarten b. Bern",,3047,Bremgarten,Bern
M-Migros,33780,Brienz,"Hauptstrasse 51, 3855 Brienz BE",,3855,Brienz,Bern
MM-Migros,134540,Brig,"Belalpstrasse 1, 3900 Brig",,3900,Brig,Valais
M-Migros,90392,Bronschhofen,"Amp-Strasse 2, 9552 Bronschhofen",,9552,Bronschhofen,Thurgau
MMM-Migros,34843,Brugg - Neumarkt,"Neumarkt 1, 5200 Brugg AG",,5200,Brugg,Aargau
M-Migros,73750,Brunnen - Bahnhofsmärcht,"Bahnhofplatz 19, 6440 Brunnen",,6440,Brunnen,Solothurn
MMM-Migros,34730,Brügg - Centre Brügg,"Erlenstrasse 40, 2555 Brügg b. Biel",,2555,Brügg,Bern
MM-Migros,23790,Bubendorf,"Grüngenstrasse 1, 4416 Bubendorf",,4416,Bubendorf,Basel-Landschaft
M-Migros,73200,Buchrain - Tschannhof,"Unterdorfstrasse, 6033 Buchrain",,6033,Buchrain,Aargau
MMM-Migros,34823,Buchs AG - Wynecenter,"Bresteneggstrasse 9b, 5033 Buchs AG",,5033,Buchs,Aargau
MM-Migros,90424,Buchs SG,"Churerstrasse 10, 9470 Buchs SG",,9470,Buchs,Zürich
M-Migros,73220,Buochs,"Ennetbürgerstrasse 45, 6374 Buochs",,6374,Buochs,Nidwalden
MM-Migros,34200,Burgdorf - Neumarkt,"Lyssachstrasse 27, 3400 Burgdorf",,3400,Burgdorf,Bern
MM-Migros,64330,Bussigny,"Rue de la Gare 2, 1030 Bussigny-Lausanne",,1030,Bussigny,Vaud
MM-Migros,150059,Bülach - Sonnenhof,"Bahnhofstrasse 28, 8180 Bülach",,8180,Bülach,Zürich
MMM-Migros,150203,Bülach Süd,"Feldstrasse 85, 8180 Bülach",,8180,Bülach,Zürich
MM-Migros,74310,Bürglen/Altdorf - Urnertor,"Gotthardstrasse 67, 6460 Altdorf UR",,6460,Altdorf,Uri
M-Migros,90373,Bütschwil,"Landstrasse 41, 9606 Bütschwil",,9606,Bütschwil,St. Gallen
M-Migros,123840,Campagna Adorna,"Via Campagna Adorna, 6850 Mendrisio",,6850,Mendrisio,Ticino
M-Migros,44090,Carouge,"Rue du Marché 16, 1227 Carouge GE",,1227,Carouge,Genève
M-Migros,44010,Carouge - Acacias,"Rue Gustave-Revilliod 4, 1227 Carouge GE",,1227,Carouge,Genève
MM-Migros,44950,Carouge - Vibert,"Avenue Vibert 29, 1227 Carouge GE",,1227,Carouge,Genève
M-Migros,123880,Caslano,"Via Stazione 80, 6987 Caslano",,6987,Caslano,Ticino
MM-Migros,124290,Cassarate,"Viale Castagnola 21, 6900 Lugano",,6900,Lugano,Ticino
MM-Migros,84340,Centre la Tour,"Route de Pra-Riond 2, 1635 La Tour-de-Trême",,1635,La,Fribourg
MMM-Migros,124300,Centro Agno,"Via Lugano 21, 6982 Agno",,6982,Agno,Ticino
MMM-Migros,125020,Centro S.Antonino,"Via Serrai 5, 6592 S. Antonino",,6592,S,Ticino
MM-Migros,83730,Cernier,"Rue Comble-Emine 5, 2053 Cernier",,2053,Cernier,Neuchâtel
M-Migros,73740,Cham - Neudorf,"Zugerstrasse 15/17, 6330 Cham",,6330,Cham,Luzern
Migros-Partner,137235,Chamoson,"Chemin Neuf 2, 1955 Chamoson",,1955,Chamoson,Valais
M-Migros,83950,Charrière,"Rue de la Charrière 71, 2300 La Chaux-de-Fonds",,2300,La,Neuchâtel
M-Migros,64320,Chavannes - Renens,"Avenue du Tir-Fédéral 12, 1022 Chavannes-Renens",,1022,Chavannes,Vaud
M-Migros,63675,Chavannes les Cèdres,"Avenue de la Gare 84, 1022 Chavannes-près-Renens",,1022,Chavannes,Vaud
M-Migros,123640,Chiasso - Boffalora,"Via Bernardino Luini, 6830 Chiasso",,6830,Chiasso,Ticino
MM-Migros,90425,Chur - Calandapark,"Pargherastrasse 1-3, 7000 Chur",,7000,Chur,Graubünden
MM-Migros,90427,Chur - Gäuggeli,"Gäuggelistrasse 28, 7000 Chur",,7000,Chur,Graubünden
M-Migros,90334,Chur - Ringstrasse,"Ringstrasse 91, 7000 Chur",,7000,Chur,Graubünden
M-Migros,90389,Chur Masans,"Masanserstrasse 240, 7000 Chur",,7000,Chur,Graubünden
M-Migros,90384,Churwalden,"Hauptstrasse 146, 7075 Churwalden",,7075,Churwalden,Graubünden
MM-Migros,84330,Châtel-St-Denis,"Rte de Montreux 56, 1618 Châtel-St-Denis",,1618,Châtel,Fribourg
MM-Migros,44020,Chêne-Vert,"Place de la Gare 2, 1225 Chêne-Bourg",,1225,Chêne,Genève
M-Migros,63991,Clarens - Centre,"Rue du Léman 9, 1815 Clarens",,1815,Clarens,Vaud
MM-Migros,134520,Collombey,"Entre-deux-Fossaux, 1868 Collombey",,1868,Collombey,Valais
MM-Migros,44880,Collonge-Bellerive - Vésenaz,"Route de Thonon 55, 1245 Collonge-Bellerive",,1245,Collonge,Genève
M-Migros,83770,Colombier,"Avenue de la Gare 16, 2013 Colombier NE",,2013,Colombier,Neuchâtel
MMM-Migros,136411,Conthey - Forum des Alpes,"Route des Rottes 15, 1964 Conthey",,1964,Conthey,Valais
M-Migros,83780,Cormanon,"Rue du centre 4, 1752 Villars-sur-Glâne",,1752,Villars,Fribourg
M-Migros,83890,Cortaillod,"Chemin de Ronzi 2, 2016 Cortaillod",,2016,Cortaillod,Neuchâtel
M-Migros,63680,Cossonay,"Route des Chavannes 1, 1304 Cossonay-Ville",,1304,Cossonay,Vaud
M-Migros,83630,Courtepin,"Route de l'Industrie 25, 1784 Courtepin",,1784,Courtepin,Fribourg
Migros-Partner,137204,Crans,"Rue du Grand-Place 7, 3964 Crans-Montana",,3964,Crans,Valais
M-Migros,133920,Crans-Montana,"Route du Rawyl 32, 3963 Crans-Montana",,3963,Crans,Valais
MMM-Migros,65000,Crissier,"Chemin du Closalet 7, 1023 Crissier",,1023,Crissier,Vaud
M-Migros,123630,Crocifisso di Savosa,"Via San Gottardo 150, 6942 Savosa",,6942,Savosa,Ticino
M-Migros,63720,Cugy,"Route de Bottens 1, 1053 Cugy VD",,1053,Cugy,Vaud
M-Migros,73960,Dagmersellen,"Baselstrasse 7, 6252 Dagmersellen",,6252,Dagmersellen,Luzern
Daily,150362,Daily Zürich-Zollstrasse,"Zollstrasse 6, 8005 Zürich",,8005,Zürich,Zürich
MM-Migros,90432,Davos Symondpark,"Promenade 105, 7270 Davos Platz",,7270,Davos,Graubünden
M-Migros,90333,Davos-Dorf,"Promenade 146, 7260 Davos Dorf",,7260,Davos,Graubünden
M-Migros,90314,Degersheim,"Hauptstrasse 81, 9113 Degersheim",,9113,Degersheim,Zürich
MM-Migros,24320,Delémont,"Rue de la Maltière 12, 2800 Delémont",,2800,Delémont,Jura
M-Migros,33773,Derendingen,"Hauptstrasse 22, 4552 Derendingen",,4552,Derendingen,Solothurn
MM-Migros,150149,Dielsdorf,"Ruchwiesenstrasse 2, 8157 Dielsdorf",,8157,Dielsdorf,Zürich
M-Migros,90327,Diepoldsau,"Hintere Kirchstrasse 1, 9444 Diepoldsau",,9444,Diepoldsau,Zürich
M-Migros,93620,Diessenhofen,"Bahnhofstrasse 15, 8253 Diessenhofen",,8253,Diessenhofen,Zürich
M-Migros,150130,Dietikon - Limmatfeld,"Überlandstrasse 22, 8953 Dietikon",,8953,Dietikon,Zürich
MM-Migros,150065,Dietikon - Löwenzentrum,"Löwenstrasse 28, 8953 Dietikon",,8953,Dietikon,Zürich
MM-Migros,150307,Dietikon Silbern,"Riedstrasse 3, 8953 Dietikon",,8953,Dietikon,Zürich
M-Migros,150169,Dietlikon - Brunnenwiese,"Pappelstrasse 2, 8305 Dietlikon",Geschlossen,8305,Dietlikon,Zürich
M-Migros,90381,Domat-Ems,"Via La Val 1, 7013 Domat/Ems",,7013,Domat,Graubünden
M-Migros,83940,Domdidier,"Grand-Rhain 54, 1564 Domdidier",,1564,Domdidier,Fribourg
M-Migros,23620,Dornach,"Wollmattweg 7, 4143 Dornach",,4143,Dornach,Basel-Landschaft
M-Migros,93870,Dättnau,"Ziegeleiplatz 2, 8406 Dättnau",,8406,Dättnau,Zürich
M-Migros,33743,Döttingen,"Hauptstrasse 17, 5312 Döttingen",,5312,Döttingen,Aargau
MM-Migros,150054,Dübendorf,"Unterdorfstrasse 7, 8600 Dübendorf",,8600,Dübendorf,Zürich
Migros Fachmarkt,150148,Dübendorf - Hochbord Nord,"Neugutstrasse 83, 8600 Dübendorf",,8600,Dübendorf,Zürich
M-Migros,150082,Dübendorf Stettbach,"Am Stadtrand 5, 8600 Dübendorf",,8600,Dübendorf,Zürich
MM-Migros,84320,Düdingen,"Käsereistrasse 3, 3186 Düdingen",,3186,Düdingen,Bern
MM-Migros,74300,Ebikon - Ladengasse,"Zentralstrasse 16, 6030 Ebikon",,6030,Ebikon,Aargau
MMM-Migros,74400,Ebikon - Mall of Switzerland,"Ebisquare-Strasse 1, 6030 Ebikon",,6030,Ebikon,Aargau
M-Migros,150170,Ebmatingen,"Zürichstrasse 108, 8123 Ebmatingen",,8123,Ebmatingen,Zürich
M-Migros,90368,Ebnat-Kappel,"Kapplerstrasse 16, 9642 Ebnat-Kappel",,9642,Ebnat,St. Gallen
MM-Migros,63620,Echallens,"Rue de Praz-Palud 2, 1040 Echallens",,1040,Echallens,Vaud
MM-Migros,63690,Ecublens - Croset,"chemin du Croset 7, 1024 Ecublens",,1024,Ecublens,Vaud
M-Migros,63910,Ecublens - EPFL,"Louis Favre 8A, 1024 Ecublens VD",,1024,Ecublens,Vaud
MM-Migros,94290,Effretikon - Effi-Märt,"Märtplatz 5, 8307 Effretikon",,8307,Effretikon,Zürich
MM-Migros,34413,Egerkingen - Gäupark,"Hausimollstrasse 1, 4622 Egerkingen",,4622,Egerkingen,Solothurn
MM-Migros,150074,Egg,"Gewerbestrasse 2-10, 8132 Egg",,8132,Egg,Zürich
M-Migros,150078,Eglisau-Nord,"Bauelenzelgstrasse 16, 8193 Eglisau",,8193,Eglisau,Zürich
M-Migros,73870,Egolzwil - Schötz,"Grossmatt 1, 6243 Egolzwil",,6243,Egolzwil,Luzern
MM-Migros,150068,Einsiedeln,"Eisenbahnstrasse 2, 8840 Einsiedeln",,8840,Einsiedeln,Schwyz
M-Migros,93840,Elgg,"St. Gallerstrasse 16, 8353 Elgg",,8353,Elgg,Zürich
MM-Migros,94320,Embrach,"Bülacherstrasse 17, 8424 Embrach",,8424,Embrach,Zürich
M-Migros,73680,Emmen - Kapf,"Kapfstrasse 3, 6020 Emmenbrücke",,6020,Emmenbrücke,Aargau
MM-Migros,74390,Emmen - Wohncenter,"Seetalstrasse 50, 6020 Emmenbrücke",,6020,Emmenbrücke,Aargau
MM-Migros,74350,Emmenbrücke - Sonnenplatz,"Sonnenplatz 1, 6020 Emmenbrücke",,6020,Emmenbrücke,Aargau
M-Migros,73890,Engelberg,"Klosterstrasse 5, 6390 Engelberg",,6390,Engelberg,Luzern
MM-Migros,63940,Epalinges,"Place de la Croix-Blanche 11, 1066 Epalinges",,1066,Epalinges,Vaud
Migros-Partner,137244,Erde,"Scex-Riond / CP 48, 1976 Erde",,1976,Erde,Valais
M-Migros,150185,Erlenbach - Erlibacher Märt,"Bahnhofstrasse 42, 8703 Erlenbach ZH",,8703,Erlenbach,Zürich
M-Migros,33123,Erlinsbach,"Zentrum Rössli, 5018 Erlinsbach AG",,5018,Erlinsbach,Aargau
M-Migros,73180,Erstfeld,"Gotthardstrasse 144, 6472 Erstfeld",,6472,Erstfeld,Uri
Migros-Partner,90725,Eschen,"Essanestrasse 42, 9492 Eschen",,9492,Eschen,Zürich
M-Migros,150160,Eschenbach,"Rickenstrasse 12, 8733 Eschenbach",,8733,Eschenbach,Zürich
MM-Migros,63630,Estavayer-le-Lac,"Route de la Chapelle 24, 1470 Estavayer-le-Lac",,1470,Estavayer,Fribourg
M-Migros,63900,Etoy,"Route Suisse 26, 1163 Etoy",,1163,Etoy,Vaud
MM-Migros,24610,Ettingen,"Therwilerstrasse 9, 4107 Ettingen",,4107,Ettingen,Basel-Landschaft
Migros-Partner,90718,FL - Balzers,"Landstrasse 20, 9496 Balzers",,9496,Balzers,Zürich
Migros-Partner,90724,FL - Ruggell,"Landstrasse 33, 9491 Ruggell",,9491,Ruggell,Zürich
M-Migros,33903,Fahrwangen,"Hintergasse 12, 5615 Fahrwangen",,5615,Fahrwangen,Aargau
M-Migros,123700,Faido,"Via Pian della Croce, 6760 Faido",,6760,Faido,Ticino
M-Migros,93800,Fehraltorf,"Grundstrasse 4, 8320 Fehraltorf",,8320,Fehraltorf,Zürich
M-Migros,136465,Fiesch,"Furkastrasse 46, 3984 Fiesch",,3984,Fiesch,Valais
M-Migros,33843,Fislisbach,"Badenerstrasse 7d, 5442 Fislisbach",,5442,Fislisbach,Aargau
M-Migros,84350,Flamatt,"Bernstrasse 36, 3175 Flamatt",,3175,Flamatt,Bern
MM-Migros,90431,Flawil,"Magdenauerstrasse 10, 9230 Flawil",,9230,Flawil,Zürich
MM-Migros,83700,Fleurier,"Grand-Rue 27, 2114 Fleurier",,2114,Fleurier,Neuchâtel
M-Migros,90325,Flums,"Lochrietstrasse 27, 8890 Flums",,8890,Flums,Zürich
M-Migros,93600,Frauenfeld - Multiplex,"Langfeldstrasse 53a, 8500 Frauenfeld",,8500,Frauenfeld,Zürich
MM-Migros,94330,Frauenfeld - Passage,"Bahnhofplatz 72, 8500 Frauenfeld",,8500,Frauenfeld,Zürich
M-Migros,93640,Frauenfeld - Zeughausstrasse,"Zürcherstrasse 227, 8500 Frauenfeld",,8500,Frauenfeld,Zürich
M-Migros,33753,Frick,"Hauptstrasse 44, 5070 Frick",,5070,Frick,Aargau
M-Migros,33370,Frutigen,"Kanderstegstrasse 31, 3714 Frutigen",,3714,Frutigen,Bern
M-Migros,133710,Fully,"Rue de Provence 4, 1926 Fully",,1926,Fully,Valais
M-Migros,150153,Fällanden,"Unterdorfstrasse 2, 8117 Fällanden",,8117,Fällanden,Zürich
MM-Migros,24480,Füllinsdorf - Schönthal,"Ergolzstrasse 2, 4414 Füllinsdorf",,4414,Füllinsdorf,Basel-Landschaft
M-Migros,83980,Gare Fribourg,"Rue Louis-d'Affry 2, 1701 Fribourg",,1701,Fribourg,Fribourg
M-Migros,83871,Gare de Bulle,"Place de la Gare, 1630 Bulle",,1630,Bulle,Fribourg
M-Migros,44340,Gd Saconnex - Le Pommier,"Rue Sonnex 20, 1218 Le Grand-Saconnex",,1218,Le,Genève
M-Migros,33393,Gebenstorf,"Wambisterstrasse, 5412 Gebenstorf",,5412,Gebenstorf,Aargau
MM-Migros,24460,Gelterkinden,"Badweg 2, 4460 Gelterkinden",,4460,Gelterkinden,Basel-Landschaft
MMM-Migros,44030,Genève - Balexert,"Avenue Louis-Casaï 27, 1211 Genève 28",,1211,Genève,Genève
MM-Migros,44110,Genève - Champel,"Avenue de Champel 61, 1206 Genève",Geschlossen,1206,Genève,Genève
MM-Migros,44140,Genève - Charmilles,"Promenade de l'Europe 11, 1203 Genève",,1203,Genève,Genève
M-Migros,44060,Genève - Cointrin Aéroport,"Route de l'Aéroport 25, 1215 Genève 15 Aéroport",,1215,Genève,Genève
M-Migros,44180,Genève - Cornavin Gare,"Place de Cornavin 3-7, 1201 Genève",,1201,Genève,Genève
MM-Migros,44250,Genève - Eaux-Vives,"Rue des Eaux-Vives 17-19, 1207 Genève",,1207,Genève,Genève
M-Migros,44290,Genève - Fusterie M-Express,"Place de la Fusterie 7, 1204 Genève",,1204,Genève,Genève
MM-Migros,44350,Genève - Jonction,"Boulevard Carl-Vogt 6, 1205 Genève",,1205,Genève,Genève
MM-Migros,44450,Genève - Les Cygnes,"Rue de Lausanne 18-20, 1201 Genève",,1201,Genève,Genève
MM-Migros,44430,Genève - Navigation,"Rue des Paquis 41, 1201 Genève",,1201,Genève,Genève
MM-Migros,44230,Genève - Plainpalais,"Rue de Carouge 64, 1205 Genève",,1205,Genève,Genève
MM-Migros,44730,Genève - Rieu,"Route de Florissant 86, 1206 Genève",,1206,Genève,Genève
M-Migros,44840,Genève - Tourelle,"Chemin de la Tourelle 2-4, 1209 Genève",,1209,Genève,Genève
M-Migros,44890,Genève - Vidollet,"Rue du Vidollet 5, 1202 Genève",,1202,Genève,Genève
