Address,Street Name,Zip Code,City,Country,Latitude,Longitude,Rating,Number of Ratings,Place Name,Place ID,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close
"Schrofenstrasse 18, 8580 Amriswil, Switzerland",Schrofenstrasse 18,8580,Amriswil,Switzerland,47.5478658,9.2758073,4.2,438,ALDI SUISSE,ChIJbRUg51L7mkcRFQytB0ihsSw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Tägerwilerstrasse 2, + 4, 8280 Kreuzlingen, Switzerland",Tägerwilerstrasse 2,8280,Kreuzlingen,Switzerland,47.65545379999999,9.1638434,4.3,547,ALDI SUISSE,ChIJyzr7aef2mkcRK26fL8HgqeE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Wilerstrasse 98, 8370 Sirnach, Switzerland",Wilerstrasse 98,8370,Sirnach,Switzerland,47.46255199999999,9.020765599999999,4.2,633,ALDI SUISSE,ChIJa3h7m6TrmkcRm7qVKfpOEsw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Weststrasse 22, 8570 Weinfelden, Switzerland",Weststrasse 22,8570,Weinfelden,Switzerland,47.5684607,9.0956979,4.2,479,ALDI SUISSE,ChIJexDCX_jxmkcRaZUCRwUzh7Q,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Zürcherstrasse 381, 8500 Frauenfeld, Switzerland",Zürcherstrasse 381,8500,Frauenfeld,Switzerland,47.570623,8.9214721,4.2,523,ALDI SUISSE,ChIJFajXTAuSmkcRp0NYAxRAE7M,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Lengwilerstrasse 2, 8280 Kreuzlingen, Switzerland",Lengwilerstrasse 2,8280,Kreuzlingen,Switzerland,47.6389228,9.2043049,4.3,374,ALDI SUISSE,ChIJL7_0zFH3mkcR4YB7ohLgou0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Sittertalstrasse 16, 8589 Bischofszell, Switzerland",Sittertalstrasse 16,8589,Bischofszell,Switzerland,47.4993501,9.2409951,4.2,471,ALDI,ChIJtaB6NEPkmkcRS1-EzHCauqw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Wittenwilerstrasse 45, 8355 Aadorf, Switzerland",Wittenwilerstrasse 45,8355,Aadorf,Switzerland,47.498657,8.9056916,4.3,529,ALDI SUISSE,ChIJacnLNoqTmkcRQuihoBwBAFE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Wespenstrasse 16, 8500 Frauenfeld, Switzerland",Wespenstrasse 16,8500,Frauenfeld,Switzerland,47.5636579,8.8797648,4.2,489,ALDI SUISSE,ChIJq7ere-6RmkcR8E_vD4lqztQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Herbergstrasse 26, 9524 Zuzwil, Switzerland",Herbergstrasse 26,9524,Zuzwil,Switzerland,47.47009130000001,9.110127300000002,4.5,111,ALDI SUISSE,ChIJxbFnzv3pmkcRfwQ-G1pCvLk,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Rütistrasse 1, 9320 Arbon, Switzerland",Rütistrasse 1,9320,Arbon,Switzerland,47.52099399999999,9.4179636,4.1,680,ALDI SUISSE,ChIJuzLrECQdm0cRwKd0sZc5ia4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Grossacker 2, 9244 Niederuzwil, Switzerland",Grossacker 2,9244,Niederuzwil,Switzerland,47.4445762,9.1474513,4.3,525,ALDI SUISSE,ChIJ0WY9jYPomkcR22pIl6LY8Vo,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Breitestrasse 5, 9532 Rickenbach, Switzerland",Breitestrasse 5,9532,Rickenbach,Switzerland,47.4460506,9.052532300000001,4.4,381,ALDI SUISSE,ChIJX8KD8BbrmkcRfeFbQC3Tn-8,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Sonnenstrasse 9, 8590 Romanshorn, Switzerland",Sonnenstrasse 9,8590,Romanshorn,Switzerland,47.5707311,9.365108200000002,4.3,418,ALDI SUISSE,ChIJdzb7Dw39mkcRdNO3-67oc0Y,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"St. Gallerstrasse 43, 9400 Rorschach, Switzerland",St. Gallerstrasse 43,9400,Rorschach,Switzerland,47.47809830000001,9.482156,4.4,291,ALDI SUISSE,ChIJz1fVslsbm0cRjJUx0qtmRIw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Wilerstrasse 50, 9602 Bazenheid, Switzerland",Wilerstrasse 50,9602,Bazenheid,Switzerland,47.4165924,9.0654694,4.3,385,ALDI SUISSE,ChIJWZ5x6ejpmkcR3ynz-yRYNj8,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,1900,0730,1700,,
"Niederstettenstrasse 23, 9536 Jonschwil, Switzerland",Niederstettenstrasse 23,9536,Jonschwil,Switzerland,47.448482,9.06937,3.9,264,ALDI Schwarzenbach,ChIJj7GGq8LrmkcRpba3-AG1vJU,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,1900,0800,1900,0800,1700,,
"Guggenbühlstrasse 6, 8404 Winterthur, Switzerland",Guggenbühlstrasse 6,8404,Winterthur,Switzerland,47.5109491,8.759488,4.1,71,ALDI SUISSE,ChIJe91O40SbmkcRYtiwjF2JDHg,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Tösstalstrasse 11, 8488 Turbenthal, Switzerland",Tösstalstrasse 11,8488,Turbenthal,Switzerland,47.4416895,8.8339348,4.2,536,ALDI SUISSE,ChIJ_ckoFBWWmkcRjquChExmE7o,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Gennersbrunnerstraße 63, 8207 Schaffhausen, Switzerland",Gennersbrunnerstraße 63,8207,Schaffhausen,Switzerland,47.7162829,8.664720299999999,4.2,462,ALDI SUISSE,ChIJScYvgjOAmkcRpd7uZvw8lhU,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,1800,,
"Grüneck 2, 7130 Ilanz, Switzerland",Grüneck 2,7130,Ilanz,Switzerland,46.7753093,9.1911968,4.2,323,ALDI,ChIJfdrbuC_ehEcRAYFl2e3dEfI,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1930,0730,1930,0730,1930,0730,1930,0730,1930,0730,1700,,
"Ital. Str. 2A, 7430 Thusis, Switzerland",Ital. Str. 2A,7430,Thusis,Switzerland,46.7105701,9.4372892,4.3,440,ALDI SUISSE,ChIJ3Uf2m03qhEcRySjO8iXJox0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0800,1700,,
"Kasernenstrasse 53, 7000 Chur, Switzerland",Kasernenstrasse 53,7000,Chur,Switzerland,46.8467243,9.5218752,4.2,530,ALDI SUISSE,ChIJrQWxXm3HhEcR19aEHEs5fLI,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,1800,,
"Schulstrasse 82, 7302 Landquart, Switzerland",Schulstrasse 82,7302,Landquart,Switzerland,46.95596309999999,9.563898199999999,4.2,518,ALDI SUISSE,ChIJDanqSunJhEcRiqBNcx2wkbg,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Rheinfelsstrasse 4, 7000 Chur, Switzerland",Rheinfelsstrasse 4,7000,Chur,Switzerland,46.8519406,9.512665799999997,4.2,490,ALDI SUISSE,ChIJX3RYUVWhhEcRM-hm_XqZxAY,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,1800,,
"Cho d'Punt 43, 7503 Samedan, Switzerland",Cho d'Punt 43,7503,Samedan,Switzerland,46.5291829,9.874726599999997,4.2,632,ALDI SUISSE,ChIJRVTm_R19g0cR69MZhar8yuQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Bahnhofstrasse 4A, 7270 Davos, Switzerland",Bahnhofstrasse 4A,7270,Davos,Switzerland,46.7921445,9.819453199999998,4.2,407,ALDI SUISSE,ChIJX3RYUVWhhEcRNu99gQzrrVI,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Via S. Bernardino 18, 6532 Arbedo-Castione, Switzerland",Via S. Bernardino 18,6532,Arbedo-Castione,Switzerland,46.2228505,9.0512907,4.2,518,ALDI,ChIJRdoFk-JLhEcRZnOxNaK6RUI,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
