Type,Store ID,Name,Address,Opening Hour,Zip Code,City,Canton,Longitude,Latitude
M-Migros,136475,Saxon,"Rue de Gottefrey 38, 1907 Saxon",,1907,Saxon,Valais,7.173367799999999,46.1487743
M-Migros,90312,Schaan,"Im Rösle 2, 9494 Schaan",,9494,Schaan,Zürich,9.504043,47.168639
M-Migros,93670,Schaffhausen - Breite,"Hohlenbaumstrasse 79, 8200 Schaffhausen",,8200,Schaffhausen,Zürich,8.6199955,47.70639440000001
M-Migros,93130,Schaffhausen - Buchthalen,"Dürstlingweg 2, 8203 Schaffhausen",,8203,Schaffhausen,Zürich,8.654577,47.699119
MMM-Migros,94710,Schaffhausen - Herblinger Markt,"Stüdliackerstrasse 4, 8207 Schaffhausen",,8207,Schaffhausen,Zürich,8.6649691,47.7200564
MM-Migros,94310,Schaffhausen - Vorstadt,"Bahnhofstrasse 56/58, 8200 Schaffhausen",,8200,Schaffhausen,Zürich,8.6340494,47.6987877
M-Migros,150329,Schindellegi,"Pfäffikonerstrasse 19, 8834 Schindellegi",,8834,Schindellegi,Schwyz,8.7130995,47.1758732
M-Migros,150053,Schlieren - Kesslerplatz,"Badenerstrasse 57, 8952 Schlieren",Geschlossen,8952,Schlieren,Zürich,8.437052999999999,47.3966173
MM-Migros,150081,Schlieren - Rietbach,"Rietbachstrasse 14, 8952 Schlieren",,8952,Schlieren,Zürich,8.4350087,47.4004418
M-Migros,150198,Schlieren - Zentrum,"Güterstrasse 5, 8952 Schlieren",,8952,Schlieren,Zürich,8.4471104,47.3985321
M-Migros,83640,Schoenberg,"Chemin Cité-des-Jardins 13A, 1700 Fribourg",,1700,Fribourg,Fribourg,7.171377000000001,46.809102
M-Migros,33260,Schwarzenburg,"Freiburgstrasse 5b, 3150 Schwarzenburg",,3150,Schwarzenburg,Bern,7.339542799999999,46.81760329999999
M-Migros,33883,Schöftland,"Picardiestrasse 3, 5040 Schöftland",,5040,Schöftland,Aargau,8.047623999999999,47.3029275
MMM-Migros,34700,Schönbühl - Shoppyland,"Industriestrasse 10, 3321 Schönbühl EKZ",,3321,Schönbühl,Bern,7.491994099999999,47.0168401
M-Migros,33783,Schönenwerd,"C.F. Ballystrasse 14, 5012 Schönenwerd",,5012,Schönenwerd,Solothurn,8.003121,47.373527
M-Migros,73830,Schüpfheim,"Vormüli 1, 6170 Schüpfheim",,6170,Schüpfheim,Luzern,8.0152479,46.9488855
M-Migros,136480,Sembrancher,"Rue de la Chapalette 1, 1933 Sembrancher",,1933,Sembrancher,Valais,7.1475468,46.0788537
M-Migros,123860,Sementina,"via al Ticino 28, 6514 Sementina",,6514,Sementina,Ticino,8.9921249,46.1821581
M-Migros,73910,Sempach Station,"Mettenwilstrasse 11, 6203 Sempach Station",,6203,Sempach,Luzern,8.199438200000001,47.1170786
M-Migros,33913,Seon,"Unterdorfstrasse 21, 5703 Seon",,5703,Seon,Aargau,8.161255299999999,47.3478977
MM-Migros,44810,Servette,"Rue de la Servette 93, 1202 Genève",,1202,Genève,Genève,6.1296829,46.2133978
M-Migros,93720,Seuzach,"Winterthurerstrasse 5, 8472 Seuzach",,8472,Seuzach,Zürich,8.7302705,47.5355435
MM-Migros,134500,Sierre,"Avenue Général Guisan, 3960 Sierre",,3960,Sierre,Valais,7.5290697,46.2921149
Migros Fachmarkt,134510,Sierre Rossfeld,"Rte des Lacustres, 3960 Sierre",,3960,Sierre,Valais,7.5139609,46.2815902
M-Migros,133690,Sion - Le Ritz,"Avenue Ritz 31, 1950 Sion",,1950,Sion,Valais,7.3596396,46.235786
MMM-Migros,134900,Sion - Métropole,"Avenue de France 14-20, 1950 Sion",,1950,Sion,Valais,7.3558322,46.2288045
M-Migros,133697,Sion - Tourbillon Center,"Avenue Grand-Champsec 30, 1950 Sion",,1950,Sion,Valais,7.3841599,46.2314136
M-Migros,90377,Sirnach,"Winterthurerstrasse 27, 8370 Sirnach",,8370,Sirnach,Zürich,8.9916881,47.4636891
MM-Migros,23830,Sissach,"Hauptstrasse 17, 4450 Sissach",,4450,Sissach,Basel-Landschaft,7.816976499999999,47.4622492
M-Migros,34373,Solothurn,"Wengistrasse 13, 4500 Solothurn",,4500,Solothurn,Solothurn,7.533167,47.2068854
M-Migros,33853,Solothurn Baselstrasse,"Baselstrasse 30/32, 4500 Solothurn",,4500,Solothurn,Solothurn,7.5446377,47.2112133
M-Migros,33833,Solothurn Öufi,"Bielstrasse 80, 4500 Solothurn",,4500,Solothurn,Solothurn,7.5262265,47.2113515
MM-Migros,34280,Spiez - Terminus,"Bahnhofstrasse, 3700 Spiez",,3700,Spiez,Bern,7.68144,46.6857809
MMM-Migros,34833,Spreitenbach - Tivoli,"Shoppi Tivoli, 8957 Spreitenbach",,8957,Spreitenbach,Zürich,8.367677200000001,47.42216330000001
M-Migros,83690,St-Imier,"Rue Baptiste-Savoye 62, 2610 St-Imier",,2610,St,Bern,6.995280999999999,47.151526
M-Migros,133730,St-Maurice,"Av. du Simplon 15, 1890 St-Maurice",,1890,St,Vaud,7.0052958,46.2147356
M-Migros,90364,St. Gallen - Bruggen,"Fürstenlandstrasse 157, 9014 St.Gallen",,9014,St,Zürich,9.335172799999999,47.4099874
M-Migros,90321,St. Gallen - Lachen,"Ulmenstrasse 11, 9000 St.Gallen",,9000,St,Zürich,9.3539816,47.4203649
M-Migros,90335,St. Gallen - Langgasse,"Langgasse 20, 9008 St. Gallen",,9008,St,Zürich,9.3863258,47.4352455
M-Migros,90336,St. Gallen - Neudorf,"Rorschacherstrasse 249, 9016 St. Gallen",,9016,St,Zürich,9.4050536,47.43718579999999
MMM-Migros,90478,St. Gallen - Neumarkt,"St. Leonhardstrasse 35, 9000 St. Gallen",,9000,St,Zürich,9.3706623,47.4222438
M-Migros,90447,St. Gallen - Silberturm,"Rorschacherstrasse 150, 9006 St. Gallen",,9006,St,Zürich,9.396088299999999,47.4311198
M-Migros,90339,St. Gallen - Spisermarkt,"Brühlgasse 28, 9000 St.Gallen",,9000,St,Zürich,9.3781919,47.42523629999999
MM-Migros,90448,St. Gallen - St. Fiden,"Bachstrasse 29, 9008 St. Gallen",,9008,St,Zürich,9.3918559,47.4358209
MMM-Migros,90475,St. Margrethen - Rheinpark,"Neudorfstrasse 60, 9430 St. Margrethen SG",,9430,St,Zürich,9.651201799999999,47.4500726
Migros-Partner,137265,St. Niklaus,"Eyastrasse 1, 3924 St. Niklaus VS",,3924,St,Valais,7.8256813,46.1619189
Migros-Partner,137255,Stalden,"Zum Marktplatz, 3922 Stalden VS",,3922,Stalden,Valais,7.870670499999999,46.2331036
MMM-Migros,74720,Stans - Länderpark,"Bitzistrasse 2, 6370 Stans",,6370,Stans,Nidwalden,8.354756799999999,46.9653342
MM-Migros,83830,Ste-Thérèse,"Route de Sainte-Thérèse 2a, 1700 Fribourg",,1700,Fribourg,Fribourg,7.166843099999999,46.8097823
M-Migros,93740,Steckborn,"Im Feldbach 1b, 8266 Steckborn",,8266,Steckborn,Zürich,8.975932,47.6637555
M-Migros,33690,Steffisburg,"Oberdorfstrasse 33, 3612 Steffisburg",,3612,Steffisburg,Bern,7.6338312,46.7811567
MM-Migros,34180,Steffisburg Unterdorf,"Unterdorfstrasse 10, 3612 Steffisburg",,3612,Steffisburg,Bern,7.6340077,46.778138
M-Migros,134260,Steg,"Bahnhofstrasse, 3940 Steg",,3940,Steg,Valais,7.7452664,46.3147101
M-Migros,33673,Stein,"Schaffhauserstrasse 61, 4332 Stein AG",,4332,Stein,Basel-Landschaft,7.9546493,47.5489963
M-Migros,94300,Stein am Rhein,"Kaltenbacherstrasse 41, 8260 Stein am Rhein",,8260,Stein,Zürich,8.853030799999999,47.65139430000001
MMM-Migros,74710,Steinhausen - Zugerland,"Hinterbergstrasse 40, 6312 Steinhausen",,6312,Steinhausen,Luzern,8.4769179,47.1924775
M-Migros,73970,Steinhausen Dorf,"Bahnhofstrasse 2, 6312 Steinhausen",,6312,Steinhausen,Luzern,8.4849262,47.1970572
MM-Migros,150069,Stäfa,"Goethestrasse 18, 8712 Stäfa",,8712,Stäfa,Zürich,8.724061599999999,47.2406752
M-Migros,33684,Suhr Suhrepark,"Bernstrasse Ost 52, 5034 Suhr",,5034,Suhr,Aargau,8.0821378,47.3728803
M-Migros,90383,Sulgen - Passerelle,"Hauptstrasse 3, 8583 Sulgen",,8583,Sulgen,Zürich,9.1823354,47.5403518
MMM-Migros,74700,Surseepark,"Bahnhofstrasse 28, 6210 Sursee",,6210,Sursee,Luzern,8.1021966,47.1729202
Migros-Partner,137230,Susten,"Sustenstrasse 5, 3952 Susten",,3952,Susten,Valais,7.6417446,46.3109719
Migros-Partner,137203,Taesch,"Neue Kantonstrasse, 3929 Täsch",,3929,Täsch,Valais,7.776049500000001,46.0676625
M-Migros,83740,Tavannes,"Rue de Pierre-Pertuis 11, 2710 Tavannes",,2710,Tavannes,Bern,7.197643200000001,47.2192623
M-Migros,123800,Taverne,"Via Cantonale, 6807 Taverne",,6807,Taverne,Ticino,8.9314953,46.0608167
M-Migros,123770,Tenero,"Via al Giardino 4, 6598 Tenero",,6598,Tenero,Ticino,8.850601,46.180653
M-Migros,123690,Tesserete,"Via Luigi Canonica 40, 6950 Tesserete",,6950,Tesserete,Ticino,8.967319,46.066931
M-Migros,90385,Teufen,"Speicherstrasse 8, 9053 Teufen AR",,9053,Teufen,Zürich,9.3908577,47.3907473
M-Migros,90328,Thal,"Wiesentalstrasse 4, 9425 Thal",,9425,Thal,Zürich,9.576772,47.4798306
MM-Migros,150066,Thalwil,"Alte Landstrasse 130, 8800 Thalwil",,8800,Thalwil,Zürich,8.563848799999999,47.2943495
M-Migros,93710,Thayngen,"Biberstrasse 30, 8240 Thayngen",,8240,Thayngen,Zürich,8.7067122,47.7488189
Migros-Partner,63200,Thierrens,"Rue du Collège 6, 1410 Thierrens",,1410,Thierrens,Vaud,6.754728099999999,46.7043796
MMM-Migros,49000,Thoiry (F),"CC Val Thoiry, 01710 Thoiry",,1710,Thoiry,Fribourg,5.9947919,46.2289922
MM-Migros,34250,Thun - Bälliz,"Bälliz 2, 3600 Thun",,3600,Thun,Bern,7.6266341,46.76012069999999
M-Migros,33680,Thun - Dürrenast,"Frutigenstrasse 60, 3604 Thun",,3604,Thun,Bern,7.626153100000001,46.7451436
MMM-Migros,34720,Thun - Oberland,"Talackerstrasse 62, 3604 Thun",,3604,Thun,Bern,7.614778,46.7447598
Migros Fachmarkt,33250,Thun - Panorama Center,"Weststrasse 14, 3604 Thun",,3604,Thun,Bern,7.6050711,46.7450556
MM-Migros,90466,Thusis - im Park,"Im Park, 7430 Thusis",,7430,Thusis,Graubünden,9.440026,46.694364
MM-Migros,44830,Thônex,"Rue de Genève 92, 1226 Thônex",,1226,Thônex,Genève,6.199732099999999,46.1932155
M-Migros,83610,Tramelan,"Rue Albert-Gobat 1, 2720 Tramelan",,2720,Tramelan,Bern,7.0996993,47.22346839999999
M-Migros,90341,Triesen,"Landstrasse 251, 9495 Triesen",,9495,Triesen,Zürich,9.5256168,47.10866739999999
M-Migros,93175,Turbenthal,"Tösstalstrasse 54, 8488 Turbenthal",,8488,Turbenthal,Zürich,8.8446242,47.4385924
M-Migros,90361,Tägerwilen,"Hauptstrasse 117, 8274 Tägerwilen",,8274,Tägerwilen,Zürich,9.141418999999999,47.6539146
M-Migros,33330,Uetendorf,"Dorfstrasse 21, 3661 Uetendorf",,3661,Uetendorf,Bern,7.573312899999999,46.77459830000001
M-Migros,150080,Uitikon-Waldegg,"Zürcherstrasse 8, 8142 Uitikon Waldegg",,8142,Uitikon,Zürich,8.461661,47.3687202
MM-Migros,33653,Unterentfelden,"Binzmattweg 8, 5035 Unterentfelden",,5035,Unterentfelden,Aargau,8.0457322,47.3620581
M-Migros,96531,Unterwetzikon,"Hofstrasse 47, 8620 Wetzikon ZH",,8620,Wetzikon,Zürich,8.7948042,47.3143471
M-Migros,73760,Unterägeri,"Zugerstrasse 32, 6314 Unterägeri",,6314,Unterägeri,Luzern,8.579203,47.1380428
M-Migros,150151,Urdorf - Spitzacker,"Birmensdorferstrasse 87, 8902 Urdorf",,8902,Urdorf,Zürich,8.4217389,47.3850391
MMM-Migros,150251,Uster - Illuster,"Zürichstrasse 20, 8610 Uster",,8610,Uster,Zürich,8.71517,47.34983340000001
Migros Fachmarkt,150194,Uster-West,"Winterthurerstrasse 18, 8610 Uster",,8610,Uster,Zürich,8.7132171,47.3544989
M-Migros,33350,Utzenstorf - Linde,"Hauptstrasse 29, 3427 Utzenstorf",,3427,Utzenstorf,Bern,7.558567000000001,47.128547
MM-Migros,150179,Uznach - Frohsinn,"Zürcherstrasse 25, 8730 Uznach",,8730,Uznach,Zürich,8.980858,47.2262636
MM-Migros,90450,Uzwil - Birkenhof,"Lindenstrasse 5, 9240 Uzwil",,9240,Uzwil,Zürich,9.1349219,47.4366031
Voi,37338,VOI Aarburg,"Bahnhofstrasse 59, 4663 Aarburg",,4663,Aarburg,Solothurn,7.9067907,47.3208973
Voi,37322,VOI Aarwangen,"Langenthalstrasse 44, 4912 Aarwangen",,4912,Aarwangen,Bern,7.7719966,47.23622959999999
Voi,77357,VOI Alpnach,"Brünigstrasse 29, 6055 Alpnach Dorf",,6055,Alpnach,Obwalden,8.2759375,46.9521734
Voi,37335,VOI Baden - Mellingerstrasse,"Mellingerstrasse 142, 5400 Baden",,5400,Baden,Aargau,8.2933184,47.4673506
Voi,49103,VOI Bellevue,"Chemin des Romelles 17, 1293 Bellevue",,1293,Bellevue,Genève,6.1484049,46.2496047
Voi,37303,VOI Bern - Fellergut,"Mühledorfstrasse 15, 3018 Bern",,3018,Bern,Bern,7.390210799999998,46.9453383
Voi,37306,VOI Bern - Fischermätteli,"Könizstrasse 60, 3008 Bern",,3008,Bern,Bern,7.4186333,46.9412363
Voi,37343,VOI Bern - Kramgasse,"Kramgasse 54, 3011 Bern",,3011,Bern,Bern,7.449745900000001,46.9481109
Voi,37311,VOI Bern - Schosshalde,"Schossshaldenstrasse 16, 3006 Bern",,3006,Bern,Bern,7.462897999999999,46.9453774
Voi,37325,VOI Bern - Spiegel,"Chasseralstrasse 156, 3095 Bern",,3095,Bern,Bern,7.433204,46.9264999
Voi,37334,VOI Bern - Viktoriastrasse,"Viktoriastrasse 49, 3013 Bern",,3013,Bern,Bern,7.454492399999999,46.9536931
Voi,37351,VOI Bern Warmbächli,"Holligerplatz 1, 3008 Bern",,3008,Bern,Bern,7.415764100000001,46.9465707
Voi,77350,VOI Beromünster,"Aargauerstrasse 16, 6215 Beromünster",,6215,Beromünster,Luzern,8.1917106,47.2096934
Voi,37314,VOI Bettlach,"Dorfstrasse 12, 2544 Bettlach",,2544,Bettlach,Solothurn,7.4263239,47.1995155
Voi,37345,VOI Biel - Jardin du Paradis,"Jakob-Stämpflistrasse 112, 2502 Biel/Bienne",,2502,Biel,Bern,7.2632642,47.1454426
Voi,37319,VOI Biel - Mett,"Schollstrasse 2, 2504 Biel/Bienne",,2504,Biel,Bern,7.2720206,47.1427235
Voi,37339,VOI Boll,"Kernstrasse 9, 3067 Boll",,3067,Boll,Bern,7.547880600000001,46.95471089999999
Voi,150816,VOI Bonstetten,"Schachenstrasse 115, 8906 Bonstetten",,8906,Bonstetten,Zürich,8.4723525,47.32531549999999
Voi,37307,VOI Brügg,"Hauptstrasse 17, 2555 Brügg BE",,2555,Brügg,Bern,7.280347700000001,47.1238311
Voi,150802,VOI Buchs ZH,"Meierwiesenstrasse 20, 8107 Buchs",,8107,Buchs,Zürich,8.4399277,47.4561183
Voi,77354,VOI Büron,"Sagipark 7, 6233 Büron",,6233,Büron,Luzern,8.094478,47.21325179999999
Voi,37321,VOI Dulliken,"Grundstrasse 1, 4657 Dulliken",,4657,Dulliken,Solothurn,7.934487,47.3543347
Voi,49100,VOI Genève-Cirque,"Place du Cirque 2, 1204 Genève",,1204,Genève,Genève,6.1399726,46.2010503
Voi,150806,VOI Geroldswil,"Huebwiesenstrasse 26b, 8954 Geroldswil",,8954,Geroldswil,Zürich,8.411611299999999,47.4214637
Voi,49102,VOI Gland,"Rue du Borgeaud 10d, 1196 Gland",,1196,Gland,Vaud,6.2617964,46.4232148
Voi,37308,VOI Grindelwald,"Dorfstrasse 155, 3818 Grindelwald",,3818,Grindelwald,Bern,8.039067,46.623604
Voi,150803,VOI Horgen,"Seestrasse 288, 8810 Horgen",,8810,Horgen,Zürich,8.6116263,47.2551087
Voi,37324,VOI Ins,"Moosgasse 7, 3232 Ins",,3232,Ins,Bern,7.1070969,47.0040626
Voi,37323,VOI Jegenstorf,"Solothurnstrasse 24, 3303 Jegenstorf",,3303,Jegenstorf,Bern,7.510330100000001,47.0514348
Voi,37344,VOI Kappel,"Mittelgäustrasse 22, 4616 Kappel SO",,4616,Kappel,Solothurn,7.8468992,47.3236429
Voi,150813,VOI Kilchberg,"Bahnhofstrasse 3, 8802 Kilchberg ZH",,8802,Kilchberg,Zürich,8.5487337,47.3238482
Voi,37355,VOI Köniz-Neuhausplatz,"Könizstrasse 251, 3097 Liebefeld",,3097,Liebefeld,Bern,7.4167025,46.9287029
Voi,37328,VOI Lengnau,"Bielstrasse 35, 2543 Lengnau BE",,2543,Lengnau,Bern,7.363115199999999,47.1807898
Voi,37356,VOI Lenzburg,"Augustin Keller-Strasse 19, 5600 Lenzburg",,5600,Lenzburg,Aargau,8.1698484,47.3887267
Voi,77355,VOI Luzern Wesemlin,"Abendweg 46, 6006 Luzern",,6006,Luzern,Aargau,8.315586999999999,47.0606349
Voi,49101,VOI Meyrin - Les Vergers,"3, place de la Diversité, 1217 Meyrin",,1217,Meyrin,Genève,6.0678463,46.2306228
Voi,37316,VOI Niederbipp,"Wydenstrasse 9, 4704 Niederbipp",,4704,Niederbipp,Solothurn,7.692324600000001,47.2696768
Voi,37317,VOI Niedergösgen,"Aarestrasse 49, 5013 Niedergösgen",,5013,Niedergösgen,Solothurn,7.9937023,47.37182929999999
Voi,37336,VOI Niederlenz,"Lenzburgerstrasse 2, 5702 Niederlenz",,5702,Niederlenz,Aargau,8.1771456,47.398305
Voi,37346,VOI Niederrohrdorf,"Moosstrasse 2, 5443 Niederrohrdorf",,5443,Niederrohrdorf,Aargau,8.3001316,47.4249253
Voi,37329,VOI Roggwil,"Dorfstrasse 19, 4914 Roggwil",,4914,Roggwil,Bern,7.822110799999999,47.239524
Voi,37309,VOI Rombach,"Bibersteinstrasse 4, 5022 Rombach",,5022,Rombach,Aargau,8.044495699999999,47.4016779
Voi,150808,VOI Rümlang,"Lindenstrasse 16, 8153 Rümlang",,8153,Rümlang,Zürich,8.5316753,47.4497704
Voi,37341,VOI Safenwil,"Güterstrasse 1A, 5745 Safenwil",,5745,Safenwil,Aargau,7.985461699999999,47.3210566
Voi,37347,VOI Schafisheim,"Seetalstrasse 117, 5503 Schafisheim",,5503,Schafisheim,Aargau,8.143901999999999,47.3757681
Voi,150810,VOI Schwerzenbach,"Bahnstrasse 14, 8603 Schwerzenbach",,8603,Schwerzenbach,Zürich,8.6588466,47.3853514
Voi,37312,VOI Seengen,"Unterdorfstrasse 7a, 5707 Seengen",,5707,Seengen,Aargau,8.2036327,47.3248577
Voi,77351,VOI Sempach Stadt,"Oberstadt 6, 6204 Sempach Stadt",,6204,Sempach,Luzern,8.192007,47.13621939999999
Voi,150807,VOI Siebnen,"Glarnerstrasse 36, 8854 Siebnen",,8854,Siebnen,Schwyz,8.900575300000002,47.1753946
Voi,77356,VOI Stans,"Marktgasse 2, 6370 Stans",,6370,Stans,Nidwalden,8.366423,46.9565321
Voi,37337,VOI Steffisburg,"Bahnhofstrasse 87, 3613 Steffisburg",,3613,Steffisburg,Bern,7.616434299999999,46.7733401
Voi,37361,VOI Stettlen,"Bernstrasse 57, 3066 Stettlen",,3066,Stettlen,Bern,7.523622,46.9588294
Voi,37302,VOI Strengelbach,"Langenthalerstrasse 1, 4802 Strengelbach",,4802,Strengelbach,Aargau,7.928628799999999,47.2784613
Voi,37331,VOI Studen,"Hauptstrasse 65, 2557 Studen",,2557,Studen,Bern,7.301450099999999,47.1141569
Voi,37318,VOI Sumiswald,"Spitalstrasse 10, 3454 Sumiswald",,3454,Sumiswald,Bern,7.746411299999999,47.0288633
Voi,37348,VOI Thun Bahnhof,"Panoramastrasse 1a, 3600 Thun",,3600,Thun,Bern,7.6310446,46.7548973
Voi,37304,VOI Trimbach,"Chäppeligasse 5, 4632 Trimbach",,4632,Trimbach,Solothurn,7.894377,47.3688467
Voi,37326,VOI Unterkulm,"Böhlerstrasse 2, 5726 Unterkulm",,5726,Unterkulm,Aargau,8.1136799,47.310751
Voi,127610,VOI Viganello,"alla Chiesa 2, 6962 Viganello",,6962,Viganello,Ticino,8.969114900000001,46.0123679
Voi,37313,VOI Wabern,"Seftigenstrasse 259, 3084 Wabern",,3084,Wabern,Bern,7.4521398,46.92891950000001
Voi,150815,VOI Wallisellen,"Schäfligrabenstrasse 45, 8304 Wallisellen",,8304,Wallisellen,Zürich,8.5975557,47.4197801
Voi,37315,VOI Wangen a. Aare,"Vorstadt 14, 3380 Wangen an der Aare",,3380,Wangen,Bern,7.6554031,47.233916
Voi,37333,VOI Wichtrach,"Dorfplatz 1, 3114 Wichtrach",,3114,Wichtrach,Bern,7.575368399999999,46.851012
Voi,37332,VOI Wilderswil,"Hauptstrasse 27, 3812 Wilderswil",,3812,Wilderswil,Bern,7.869029899999999,46.66603809999999
Voi,37342,VOI Zollbrück,"Langnaustr. 16, 3436 Zollbrück",,3436,Zollbrück,Bern,7.748035999999999,46.9730114
Voi,150801,VOI Zürich - Grünau,"Grünauring 37, 8064 Zürich",,8064,Zürich,Zürich,8.4862828,47.3963579
Voi,150812,VOI Zürich - Hönggerstrasse,"Hönggerstrasse 117, 8037 Zürich",,8037,Zürich,Zürich,8.518380500000001,47.3952772
Voi,150804,VOI Zürich - In der Ey,"Letzigraben 239, 8047 Zürich",,8047,Zürich,Zürich,8.492860199999999,47.3704459
Voi,150809,VOI Zürich - Leimbach,"Ankenweid 10, 8041 Zürich",,8041,Zürich,Zürich,8.515297499999999,47.3297347
Voi,150805,VOI Zürich - Paradies,"Paradiesstrasse 3, 8038 Zürich",,8038,Zürich,Zürich,8.5295276,47.3347475
M-Migros,63740,Vallorbe,"Grand-Rue 23, 1337 Vallorbe",,1337,Vallorbe,Vaud,6.3777699,46.7119013
M-Migros,134240,Verbier,"Les Arcades, 1936 Verbier",,1936,Verbier,Valais,7.2230471,46.096499
M-Migros,44860,Vernier - Arcenter,"Route de Peney 2-4, 1214 Vernier",,1214,Vernier,Genève,6.0837772,46.216972
MM-Migros,64420,Vevey - Midi Coindet,"Av. Gustave Coindet 11, 1800 Vevey",,1800,Vevey,Vaud,6.8402781,46.4636426
M-Migros,63635,Vevey Des 2 Gares,"Rue des Moulins 5 b, 1800 Vevey","Geschlossen, geöffnet ab 28.03.",1800,Vevey,Vaud,6.842102199999999,46.4646969
M-Migros,33613,Villmergen,"Schulhausstrasse 2, 5612 Villmergen",,5612,Villmergen,Aargau,8.2444349,47.3475086
Migros-Partner,137200,Vionnaz,"Route du Léman 33, 1895 Vionnaz",,1895,Vionnaz,Valais,6.8985242,46.3135922
MM-Migros,134480,Visp,"Brückenweg 10, 3930 Visp",,3930,Visp,Valais,7.879561799999999,46.29307000000001
MM-Migros,150061,Volketswil,"Im Zentrum 18, 8604 Volketswil",,8604,Volketswil,Zürich,8.6804591,47.3888666
Migros-Partner,137201,Vétroz,"Rue de la Lizerne 7, 1963 Vétroz",,1963,Vétroz,Valais,7.2600276,46.2153568
MM-Migros,34350,Wabern - Chly Wabere,"Seftigenstrasse 368, 3084 Wabern",,3084,Wabern,Bern,7.459706499999999,46.9224696
M-Migros,93770,Wald ZH,"Bahnhofstrasse 20, 8636 Wald ZH",,8636,Wald,Zürich,8.9147502,47.2748977
M-Migros,90337,Walenstadt,"Bahnhofstrasse 27, 8880 Walenstadt",,8880,Walenstadt,Zürich,9.3134751,47.1218486
M-Migros,150163,Wallisellen,"Bahnhofstrasse 30, 8304 Wallisellen",,8304,Wallisellen,Zürich,8.5918317,47.4135032
MMM-Migros,150670,Wallisellen - Glattzentrum,"Neue Winterthurerstrasse 99, 8304 Wallisellen",,8304,Wallisellen,Zürich,8.5953754,47.4088791
MM-Migros,90452,Wattwil,"Bahnhofstrasse 19, 9630 Wattwil",,9630,Wattwil,St. Gallen,9.087404,47.29923400000001
Migros-Partner,77290,Weggis,"Luzernerstrasse 44, 6353 Weggis",,6353,Weggis,Luzern,8.4259411,47.0340043
M-Migros,73170,Weinbergli Luzern,"Tribschenstrasse 62, 6005 Luzern",,6005,Luzern,Aargau,8.3167226,47.0423617
MM-Migros,90455,Weinfelden - Rösslifelsen,"Amriswilerstrasse 12, 8570 Weinfelden",,8570,Weinfelden,Zürich,9.1107625,47.5675849
M-Migros,90387,Weinfelden Weststrasse,"Weststrasse 27/29, 8570 Weinfelden",,8570,Weinfelden,Zürich,9.0941682,47.5674362
MM-Migros,34323,Wettingen - Landstrasse,"Landstrasse 69, 5430 Wettingen",,5430,Wettingen,Aargau,8.3241973,47.46711380000001
MMM-Migros,94720,Wetzikon - Züri-Oberland-Märt,"Bahnhofstrasse 151, 8620 Wetzikon",,8620,Wetzikon,Zürich,8.7993433,47.3283228
MM-Migros,90458,Widnau - Rhydorf-Center,"Bahnhofstrasse 2, 9443 Widnau",,9443,Widnau,Zürich,9.628952,47.4075159
MM-Migros,90461,Wil SG,"Obere Bahnhofstrasse 5, 9500 Wil SG",,9500,Wil,Zürich,9.042736999999999,47.4626579
M-Migros,33793,Wildegg,"Bruggerstrasse 11 c, 5103 Wildegg",,5103,Wildegg,Aargau,8.1664129,47.416304
M-Migros,73780,Willisau - Chrüzhof,"Ettiswilerstrasse 14, 6130 Willisau",,6130,Willisau,Luzern,7.9948564,47.1237225
M-Migros,33703,Windisch,"Bachmattstrasse 35, 5210 Windisch",,5210,Windisch,Aargau,8.2126997,47.4746865
M-Migros,93610,Winterthur - Blumenau,"Wülflingerstrasse 71, 8400 Winterthur",,8400,Winterthur,Zürich,8.7121959,47.5068421
M-Migros,93810,Winterthur - Deutweg,"Pflanzschulstrasse 9, 8400 Winterthur",,8400,Winterthur,Zürich,8.740240499999999,47.4947443
M-Migros,93680,Winterthur - Hegi,"Hintermühlenstrasse 4, 8409 Winterthur",,8409,Winterthur,Zürich,8.772159799999999,47.5042359
MMM-Migros,94730,Winterthur - Neuwiesen,"Strickerstrasse 3, 8400 Winterthur",,8400,Winterthur,Zürich,8.7207168,47.499456
M-Migros,93120,Winterthur - Obertor,"Stadthausstrasse 31, 8400 Winterthur",,8400,Winterthur,Zürich,8.731833199999999,47.500083
MM-Migros,94250,Winterthur - Oberwinterthur,"Guggenbühlstrasse 1, 8404 Winterthur",,8404,Winterthur,Zürich,8.7588005,47.511005
MM-Migros,94740,Winterthur - Rosenberg,"Schaffhauserstrasse 154, 8400 Winterthur",,8400,Winterthur,Zürich,8.7194715,47.51830349999999
MM-Migros,94270,Winterthur - Seen,"Hinterdorfstrasse 40, 8405 Winterthur",,8405,Winterthur,Zürich,8.7625727,47.4852907
M-Migros,94260,Winterthur - Töss,"Zürcherstrasse 102, 8406 Winterthur",,8406,Winterthur,Zürich,8.7064361,47.4919622
M-Migros,93690,Winterthur - Wülflingen,"Lindenplatz 1, 8408 Winterthur",,8408,Winterthur,Zürich,8.6937533,47.51072010000001
MM-Migros,90390,Wittenbach,"Oedenhof 1c, 9300 Wittenbach",,9300,Wittenbach,Zürich,9.3890432,47.4605131
MM-Migros,34333,Wohlen,"Bahnhofstrasse 7, 5610 Wohlen AG",,5610,Wohlen,Aargau,8.2727383,47.349079
